city_highest_avg_pm2_5,city_highest_avg_pm2_5_value,city_highest_avg_severity,city_highest_avg_severity_value,hour_with_worst_avg_pm2_5,hour_with_worst_avg_pm2_5_value
Delhi,153.80642201834863,Delhi,6025.3431192660555,2,100.38444444444445
